BP_TOOL_ARROW_SLIM;Slim Arrow;;Dünner Pfeil;;;;;;;;;;x;;
BP_TOOL_ARROW_MEDIUM_1;Medium Arrow 1;;Mittelgroßer Pfeil 1;;;;;;;;;;x;;
BP_TOOL_ARROW_MEDIUM_2;Medium Arrow 2;;Mittelgroßer Pfeil 2;;;;;;;;;;x;;
BP_TOOL_ARROW_MEDIUM_3;Medium Arrow 3;;Mittelgroßer Pfeil 3;;;;;;;;;;x;;
BP_TOOL_ARROW_THICK;Thick Arrow;;Dicker Pfeil;;;;;;;;;;x;;
BP_TOOL_BORDER_1;Border type 1;;Grenztyp 1;;;;;;;;;;x;;
BP_TOOL_BORDER_2;Border type 2;;Grenztyp 2;;;;;;;;;;x;;
BP_TOOL_BORDER_3;Border type 3;;Grenztyp 3;;;;;;;;;;x;;
BP_TOOL_BORDER_4;Border type 4;;Grenztyp 4;;;;;;;;;;x;;
BP_TOOL_BORDER_5;Border type 5;;Grenztyp 5;;;;;;;;;;x;;
BP_TOOL_ICON_AIRPLANE;Airplane icon;;Flugzeug-Symbol;;;;;;;;;;x;;
BP_TOOL_ICON_TANK;Tank icon;;Panzer-Symbol;;;;;;;;;;x;;
BP_TOOL_ICON_BOMB_1;Small bomb icon;;Kleine Bombe-Symbol;;;;;;;;;;x;;
BP_TOOL_ICON_BOMB_2;Large bomb icon;;Große Bombe-Symbol;;;;;;;;;;x;;
BP_SAVE_PLAN_CONFIRM;Save Plan;;Plan speichern;;;;;;;;;;x;;
BP_SAVE_PLAN_CANCEL;Cancel;;Abbrechen;;;;;;;;;;x;;
BP_SAVE_PLAN_PROMPT;Battle Plan already exists!\nDo you want to overwrite?;;Kriegsplan existiert bereits!\nMöchtest Ihr diesen überschreiben?;;;;;;;;;;x;;
BP_DELETE_SAVED_PLAN_PROMPT;Are you sure that you want to delete the saved battle plan?;;Seid Ihr sicher, dass Ihr den gespeicherten Kriegsplan löschen möchtet?;;;;;;;;;;x;;
BP_DELETE_CURRENT_PLAN_PROMPT;Are you sure that you want to delete the current battle plan?;;Seid Ihr sicher, dass Ihr den aktuellen Kriegsplan löschen möchtet?;;;;;;;;;;x;;
BP_SHARED_WITH;Shared with:;;Geteilt mit:;;;;;;;;;;x;;
BP_NEW_PLAN;New Plan;;Neuer Plan;;;;;;;;;;x;;
BP_TOOLTIP_TAB_CURRENT;List of current battle plans.;;Liste der aktuellen Kriegspläne.;;;;;;;;;;x;;
BP_TOOLTIP_TAB_HISTORICAL;List of historical battle plans.\nClick §YImport§! to add the selected one to your current plans.;;Liste der historischen Kriegspläne.\nKlickt auf §Yimportieren§!, um den ausgewählten Plan zu den Aktuellen hinzuzufügen.;;;;;;;;;;x;;
BP_TOOLTIP_TAB_SAVED;List of your saved battle plans.\nClick §YImport§! to add the selected one to your current plans.;;Liste deiner gespeicherten Kriegspläne.\nKlickt auf §Yimportieren§!, um den ausgewählten Plan zu den Aktuellen hinzuzufügen.;;;;;;;;;;x;;
BP_TOOLTIP_NEW_PLAN;Create new plan.;;Neuen Plan entwerfen.;;;;;;;;;;x;;
BP_TOOLTIP_REMOVE_PLAN;Delete currently selected plan.;;Momentan ausgewählten Plan löschen.;;;;;;;;;;x;;
BP_TOOLTIP_SHARE_PLAN;Toggle §Ysharing§! currently selected plan with your §Gally members§!.;;Schaltet §YTeilen§! des momentan ausgewählten Plans mit Eurem §GAllianz-Mitgliedern§! ein/aus.;;;;;;;;;;x;;
BP_TOOLTIP_SAVE_PLAN;Save currently selected plan to file.;;Momentan ausgewählten Plan in Datei speichern.;;;;;;;;;;x;;
BP_TOOLTIP_RENAME_PLAN;Rename currently selected plan.;;Momentan ausgewählten Plan umbenennen.;;;;;;;;;;x;;
BP_TOOLTIP_IMPORT_PLAN;Add selected plan to your current plans.;;Ausgewählten Plan zu deinen aktuellen Plänen hinzufügen.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_SELECT;Click on object to select it.;;Auf Objekt klicken, um es auszuwählen.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_ARROW;Choose arrow type, and draw it on the map with §YLMB§!.\nHold §YShift§! + §YLMB§! to snap your arrow to another one.;;Wählt einen Pfeiltyp aus und zeichnet ihn mithilfe der §YLMT§! auf die Landkarte.\nHaltet §YShift§! + §YLMT§! gedrückt, um Euren Pfeil an einem anderen anzudocken.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_BORDER;Choose border type, and draw it on the map with §YLMB§!.;;Wählt einen Grenztyp aus und zeichne ihn mithilfe der §YLMT§! auf die Landkarte.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_ICON;Choose icon type, and draw it on the map with §YLMB§!.\nHold §YShift§! + §YMouse Wheel§! to rotate an icon.;;Wählt einen Symboltyp aus und zeichnt ihn mithilfe der §YLMT§! auf die Landkarte.\nHaltet §YShift§! + §YMausrad§! gedrückt, um das Symbol zu drehen.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_COLOR;Choose current color to draw arrows and icons.\nAlso applies the color to any currently selected arrow or icon.;;Wähle die aktuelle Farbe aus, um Pfeile und Symbole zu zeichnen.\nDiese Farbe wird auch für jeden momentan ausgewählten Pfeil oder jedes ausgewählte Symbol verwendet.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_TEXT;Place a text sign on the map.\nIf nothing selected - creates a new text.\nIf an arrow is selected - draws the text on the arrow.\nIf text sign selected - edits the text.\n§YShift§! + §YMouse Wheel§! to rotate the text.\n§YCtrl§! + §YMouse Wheel§! to scale the text.;;Setzt ein Textzeichen auf die Landkarte.\nWenn nichts ausgewählt wird –  Ein neuer Text wird erstellt.\nWenn ein Pfeil ausgewählt wird – Der Text wir auf den Pfeil gezeichnet.\nWenn das Textzeichen ausgewählt wird – der Text wird bearbeitet.\n§YShift§! + §YMausrad§!, um den Text zu drehen.\n§YStrg§! + §YMausrad§!, um den Text zu skalieren.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_ERASE;Delete selected object.;;Ausgewähltes Objekt löschen.;;;;;;;;;;x;;
BP_TOOLTIP_VISIBILITY;Toggle plan visibility on the map.;;Plansichtbarkeit auf der Landkarte ein-/ausschalten.;;;;;;;;;;x;;
MILITARY_SPENDINGS_LAND;Spending on §YLand§! units:;;Ausgaben für §YLand§!-Einheiten:;;;;;;;;x;;;;
MILITARY_SPENDINGS_NAVAL;Spending on §YNaval§! units:;;Ausgaben für §YMarine§!-Einheiten:;;;;;;;;x;;;;
MILITARY_SPENDINGS_PROJECTS;Spending on §YConstructions§!:;;Ausgaben für §YBauvorhaben§!:;;;;;;;;x;;;;
STOCKPILE_COST_ESTIMATED;We §Yestimate§! tomorrow's stockpile purchases will cost:;;Wir §Yschätzen§!, dass die morgigen Vorrats-Einkäufe folgendes kosten werden:;;;;;;;;x;;;;
STOCKPILE_COST_ACTUAL;Today we §Yactually§! spent on stockpile:;;Heute betrugen die §Ytatsächlichen§! Ausgaben für Vorräte:;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_APPROACH;Approaching §Y$WHO$§!. Current distance: §Y$DIST$§!.;;Nähert sich §Y$WHO$§!. Derzeitige Entfernung: §Y$DIST$§!.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_DESTROYED;§RDestroyed§! by §Y$WHO$§!;;§RZerstört§! von §Y$WHO$§!;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_DISENGAGED;This unit has managed to disengage, and is no longer a part of the battle.;;Diese Einheit konnte sich zurückziehen und ist nicht länger in den Kampf verwickelt.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_RETREAT;This unit is retreating.;;Diese Einheit befindet sich auf dem Rückzug.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_SEEKING;Searching for best target.;;Suche nach dem besten Ziel.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_SHOOTING;Firing at §Y$WHO$§!.\n- Damage to Organisation §G$ORG$§!\n- Damage to Strength §Y$STR$§!;;Feuert auf §Y$WHO$§!.\n- Schaden an der Organisation §G$ORG$§!\n- Schaden auf Stärke §Y$STR$§!;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_FILTERING;Click with §GLMB§! to show all ships that are targetting this ship.;;Klickt mit §GLMT§!, um alle Schiffe zu sehen, die auf dieses Schiff zielen.;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_LEVEL;Naval base level §G$LVL$§!;;Marinestützpunkt-Stufe §G$LVL$§!;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_NO_BASE;There is not any naval base in this state.;;In diesem Staat befindet sich kein Marinestützpunkt.;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_CAP;This province §Ynaval supply throughput§! is §G$CAP$§! of total §G$TOT$§!.;;Der §YMarine-Versorgungsdurchsatz§! dieser Provinz beträgt §G$CAP$§! von insgesamt §G$TOT$§!.;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_IN_OTHER;A naval base already exists in this state, in §Y$PROV$§!.;;In diesem Staat gibt es bereits einen Marinestützpunkt in §Y$PROV$§!. ;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_UNDER_CON;A naval base is already under construction here.;;Hier befindet sich bereits ein Marinestützpunkt im Bau.;;;;;;;;x;;;;
NAVAL_SUPPLY_PENALTY_DESC;Affected by §Ynaval supply throughput§! penalty of §R$PEN$%§!.;;Beeinflusst durch den §YMarine-Versorgungsdurchsatz§!-Malus von §R$PEN$%§!.;;;;;;;;x;;;;
COMBAT_LEADER_MOD_ATTACK;Leader attack;;Anführer-Angriff;;;;;;;;x;;;;
COMBAT_LEADER_MOD_DEFENSE;Leader defense;;Anführer-Verteidigung;;;;;;;;x;;;;
OCCUPATION_SCORE_ATTACKER;Attacker occupation: ;;Besatzung des Angreifers:;;;;;;;;x;;;;
OCCUPATION_SCORE_DEFENDER;Defender occupation: ;;Besatzung des Verteidigers:;;;;;;;;x;;;;
BLOCKADE_SCORE_ATTACKER;Attacker blockades: ;;Blockaden des Angreifers:;;;;;;;;x;;;;
BLOCKADE_SCORE_DEFENDER;Defender blockades: ;;Blockaden des Verteidigers:;;;;;;;;x;;;;
TICKING_WARSCORE_HEAD;§YScore over time§! bonus §Y$VAL$§!:;;§YWertung über Zeit§!-Bonus §Y$VAL$§!:;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE;Currently $VAL$ (daily change $CHANGE$).;;Derzeit $VAL$ (tägliche Änderung $CHANGE$).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE_MAX;Currently $VAL$ (Max).;;Derzeit $VAL$ (Max).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE_SHORT;$VAL$ (daily $CHANGE$).;;$VAL$ (täglich $CHANGE$).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE_MAX_SHORT;$VAL$ (Max).;;$VAL$ (Max).;;;;;;;;x;;;;
CB_DESTROY_FORTS;Destroy fortifications;;Zerstört Festungen;;;;;;;;x;;;;
CB_DESTROY_NAVAL_BASES;Destroy naval bases;;Zerstört Marinestützpunkte;;;;;;;;x;;;;
po_destroy_forts;Destroy all forts in $STATE$.;;Zerstört alle Forts in $STATE$.;;;;;;;;x;;;;
po_destroy_naval_bases;Destroy naval base in $STATE$.;;Zersört den Marinestützpunkt in $STATE$ .;;;;;;;;x;;;;
ALL_CORE_PROVINCES;all states with core provinces;;alle Kernprovinzen;;;;;;;;x;;;;
ALL_SATES;all states;;alle Staaten;;;;;;;;x;;;;
dismantle_forts_desc;Dismantle forts and naval bases.;;Reißt Forts und Marinestützpunkte ab.;;;;;;;;x;;;;
dismantle_forts;Dismantle Fortifications;;Reißt Forts ab;;;;;;;;x;;;;
dismantle_forts_short;Dismantle constructions in $STATE$;;Reißt Bauten in $STATE$ ab;;;;;;;;x;;;;
dismantle_forts_setup;Dismantle forts and naval bases in $STATE$;;Reißt Forts und Marinestützpunkte in $STATE$ ab;;;;;;;;x;;;;
liberate_country_desc;Liberate an §Yentire country§W from its oppressors;;Befreit ein §Yganzes Land§W von seinen Unterdrückern;;;;;;;;x;;;;
liberate_country;Liberate Country;;Befreit das Land;;;;;;;;x;;;;
liberate_country_short;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;$THIRD$ adquiere $STATE$;;;;;;;;;x;
liberate_country_setup;Return $STATE$ to $THIRD$ from $RECIPIENT$;Prendre $STATE$ à $RECIPIENT$ pour le rendre à $THIRD$;Gebt $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;Arrebatar el estado de $STATE$ de manos de $RECIPIENT$ y devolvérselo a $THIRD$;;;;;;;;;x;
FIRE_RANGE;Firing Range;;Schussreichweite;;;;;;;;x;;;;
EVASION;Evasion;;Ausweichen;;;;;;;;x;;;;
SORT_BY;Sort by:;;Sortieren nach:;;;;;;;;x;;;;
STANCE;Stance;;Haltung;;;;;;;;x;;;;
STR_ORG;Str/Org;;Stärke/Org.;;;;;;;;x;;;;
SORT_BY_TYPE_DESC;Sort ships by their §Ytype§!.;;Schiffe nach §YTyp§! sortieren.;;;;;;;;x;;;;
SORT_BY_STANCE_DESC;Sort ships by their §Ycurrent action§!.;;Schiffe nach ihrer §Yaktuellen Aktivität§! sortieren.;;;;;;;;x;;;;
SORT_BY_STR_ORG_DESC;Sort ships by their §Yaverage of Strength and Organisation§!.;;Schiffe nach ihrer §Ydurchschnittlichen Stärke und Organisation§! sortieren.;;;;;;;;x;;;;
TARGETED_BY;Targetted by:;;Im Visier von:;;;;;;;;x;;;;
MAY_NOT_RETREAT_NAVAL;It is not possible, nor would it be honorable, to retreat from a battle before we have a complete understanding of our chances.;;Es ist nicht möglich, und auch nicht sonderlich ehrenvoll, den Rückzug von einem Gefecht anzutreten, bevor wir nicht eine vollständige Übersicht über unsere Chancen haben.;;;;;;;;x;;;;
REMAINING_NAVAL_RETREAT;Before we can perform a voluntary retreat, we need to get closer by §Y$OPT$§! to figure out what our chances are.;;Bevor wir einen freiwilligen Rückzug antreten können, müssen wir noch näher an §Y$OPT$§!, um unsere Chancen besser einschätzen zu können.;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_APPROACH;Approaching;;Herannahend;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_SEEKING;Seeking target;;Auf Zielsuche;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_FIRING;Damage §G$ORG$§!/§R$STR$§!;;Schaden §G$ORG$§!/§R$STR$§!;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_RETREAT;Retreating;;Auf dem Rückzug;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_DISENGAGED;Disengaged;;Zurückgezogen;;;;;;;;x;;;;
SUPPLY_LOAD;Supplies weight;;Vorratsgewicht;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_BASIC;The total §Ysupply throughput§! of all our §Ynaval ports§! is $TOT$.\nAll our ships requires in total $REQ$.;;Der gesamte §YVersorgungsdurchsatz§! all unserer §YMarinehäfen§! beträgt $TOT$.\nAll unsere Schiffe benötigen insgesamt $REQ$.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_PENALTY;Our ships suffer $PEN$ penalty of supplying them.;;Unsere Schiffe erleiden $PEN$ Malus für ihre Versorgung.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_HINT;Consider building naval bases, or disband some ships.;;Überlegt, einige Marinestützpunkte zu bauen, oder entlasst einige Schiffe.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_UPCOMING_PENALTY;New ships are under construction, that will exceed the supply limits by $EXC$.;;Neue Schiffe befinden sich im Bau, dies wird das Versorgungslimit um $EXC$ überschreiten.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_DETAILED_LIST;The following report shows the supply throughput demands:;;Der folgende Bericht zeigt den Versorgungsdurchsatz-Bedarf:;;;;;;;;x;;;;
SHIP_BUILD_MIN_BASE_LEVEL;Requires naval port with level §Y$LVL$§! or greater.;;Benötigt einen Hafen der Stufe §Y$LVL$§! oder höher.;;;;;;;;x;;;;
SHIP_BUILD_LIMIT_PER_BASE;Limited to §Y$LIM$§! units per each port that supports this ship.;;Begrenzt auf §Y$LIM$§! Einheiten pro Hafen, der dieses Schiff versorgt.;;;;;;;;x;;;;
SHIP_BUILD_LIMIT_PER_BASE_HINT;§RConsider building more naval bases of level at least §G$LVL$§R.§!;;§RÜberlegt, weitere Marinestützpunkte mit einer Stufe von mindestens §G$LVL$zu bauen§R.§!;;;;;;;;x;;;;
SHIP_BUILD_LIMIT_MAX;§Y(Limit: $LIM$)§!;;§Y(Limit: $LIM$)§!;;;;;;;;x;;;;
BUILDING_ONE_PER_STATE;Only one per state;;Nur eins pro Staat;;;;;;;;x;;;;
DIPLOMACY_CRISIS_INFO;Crisis;;Konflikte;;;;;;;;x;;;;
CRISIS_CANT_DECLARE_WAR;You can not declare war or be declared war upon if you are involved in a crisis.;;Ihr könnt keinen Krieg erklären oder eine Kriegserklärung erhalten, wenn Ihr Euch in einem Konflikt befindet.;;;;;;;;x;;;;
HAS_FLASHPOINT;Has flashpoint;;Hat einen Unruheherd;;;;;;;;x;;;;
HAS_NO_FLASHPOINT;Has no flashpoint;;Hat keinen Unruheherd;;;;;;;;x;;;;
TENSION_LESS_THAN;Lower flashpoint tension than ;;Niedriger Unruhe-Spannungen als;;;;;;;;x;;;;
TENSION_MORE_THAN;Higher flashpoint tension than ;;Höhere Unruhe-Spannungen als;;;;;;;;x;;;;
CRISIS_TEMPERATURE_LESS_THAN;Lower crisis temperature than ;;Niedrigere Konflikttemperatur als;;;;;;;;x;;;;
CRISIS_TEMPERATURE_MORE_THAN;Higher crisis temperature than ;;Höhere Konflikttemperatur als;;;;;;;;x;;;;
FLASHPOINT_TENSION_EFFECT;$DIRECTION$ $VALUE$ flashpoint tension.\n;;$DIRECTION$ $VALUE$ Unruhe-Spannung.\n;;;;;;;;x;;;;
diplomatic_focus;Diplomacy;;Diplomatie;;;;;;;;x;;;;
increase_tension;Increase tension ;;Spannung erhöhen;;;;;;;;x;;;;
increase_tension_focus_desc;Increase flashpoint tension by about §Y$VAL$§W% each month.;;Erhöht die Unruhe-Spannungen um etwa §Y$VAL$§W% pro Monat.;;;;;;;;x;;;;
NOT_A_FLASHPOINT;§RNot a flashpoint§!;;§RKein Unruheherd§!;;;;;;;;x;;;;
MAPMODE_21;Crises;;Konflikte;;;;;;;;x;;;;
MAPMODE_22;Naval;;Marine;;;;;;;;x;;;;
FLASHPOINT_TENSION;Flashpoint tension: §Y$VALUE$§!%;;Unruhe-Spannungen: §Y$VALUE$§!%;;;;;;;;x;;;;
EXECUTING_HISTORY;Executing History;;Abrufen der Geschichte;;;;;;;;x;;;;
CRISIS_TEMPERATURE;Crisis temperature: §R$VALUE$%§!;;Konflikttemperatur: §R$VALUE$%§!;;;;;;;;x;;;;
HAS_CRISIS;There is a current crisis;;Es gibt momentan einen Konflikt;;;;;;;;x;;;;
HAS_NO_CRISIS;There is no current crisis;;Es gibt momentan keinen Konflikt;;;;;;;;x;;;;
CRISIS_TEMPERATURE_EFFECT;$DIRECTION$ $VALUE$ crisis temperature.\n;;$DIRECTION$ $VALUE$ Konflikttemperatur.\n;;;;;;;;x;;;;
TRIGGER_STATE;Crisis state;;Konflikt-Zustand;;;;;;;;x;;;;
BACKERS_LABEL;Backers:;;Unterstützer:;;;;;;;;x;;;;
SUPPORT_SIDE;Support Side;;Seite unterstützen;;;;;;;;x;;;;
ON_THE_FENCE_LABEL;Still on the fence:;;Noch unentschlossen:;;;;;;;;x;;;;
vacuum_tube;Vacuum Tube;;Vakuumröhre;;;;;;;;;;x,,,;;
vacuum_tube_desc;The vacuum tube (also known as the thermionic valve) is a device that utilizes the flow of current through a vacuum. In a vacuum tube electrons travel via thermionic emission (the Edison Effect) from a hot filament (negative cathode) through the vacuum to a positive electrode (the anode). Additional electrodes were later interposed between the anode and cathode, enabling amplification and switching of signals. Vacuum tubes were essential to the production and commercialization of radio, telephones, TV, radar, and early computers;;Die Vakuumröhre (auch Elektronenröhre genannt) ist ein Gerät, das den Stromfluss durch ein Vakuum ausnutzt. Elektronen reisen in einer Vakuumröhre aufgrund von Glühemission  (dem Edison-Effekt) von einem heißen Glühfaden (der negativen Kathode) durch ein Vakuum zu einer positiven Elektrode (der Anode). Zusätzliche Elektroden wurden später zwischen der Anode und Kathode hinzugefügt und erlaubten die Verstärkung und den Wechsel von Signalen. Vakuumröhren waren ein wesentlicher Bestandteil für die Produktion und Kommerzialisierung von Radios, Telefonen, Fernsehern, Radar und den ersten Computern.;;;;;;;;;;x,,,;;
tulls_seed_drill;Tull's Seed Drill;;Tulls Sämaschine;;;;;;;;;;x,,,,,,,;;
tulls_seed_drill_desc;Up until this era, farmers planted the seeds for cereal crops by carrying the seeds in a bag and walking up and down the field throwing or broadcasting the seed. They broadcast the seed by hand on to the ploughed and harrowed ground. The problem with this method was that it did not give a very even distribution. It was not, therefore, an efficient use of the seed and much of it was wasted. Jethro Tull invented a Seed Drill which could be pulled behind a horse. It consisted of a wheeled vehicle containing a box filled with grain. There was a wheel-driven ratchet that sprayed the seed out evenly as the Seed Drill was pulled across the field.;;Vor dieser Epoche pflanzten Bauern die Saat für Getreide, indem sie diese in einem Beutel über das Feld trugen und ausstreuten oder verteilten. Sie taten dies von Hand auf dem gepflügten und geeggten Feldboden. Das Problem bestand in der ungleichmäßigen Verteilung des Saatguts. Es war daher keine effiziente Verwendung des Saatguts, sondern vielmehr eine Verschwendung. Jethro Tull erfand eine Sämaschine, die von einem Pferd gezogen werden konnte. Es war ein Vehikel auf Rädern mit einer Kiste voll Getreide darin. Eine radbetriebene Schraube verteilte das Saatgut gleichmäßig, wenn das Gefährt über das Feld gezogen wurde.;;;;;;;;;;x,,,,;;
rotherham_plough;Rotherham Plough;;Rotherham-Pflug;;;;;;;;;;x,,,,,,,;;
rotherham_plough_desc;The Rotherham or Yorkshire Plough invented by Disney Stanyforth and Joseph Foljambe was an improvement on the traditional plough. It was constructed of wood like the standard plough but the fittings and coulter (cutting blade) were made of iron and the mouldboard and ploughshare were covered in iron plates. It was lighter than the traditional plough and could be easily worked with a pair of horses.;;Der Rotherham oder Yorkshire Pflug wurde von Disney Stanyforth und Joseph Foljambe als Weiterentwicklung des traditionellen Pflugs erfunden. Er bestand aus Holz wie der Standard-Pflug, doch die Beschläge und das Pflugmesser waren aus Eisen und  das Streichblech und die Pflugschar waren mit Eisen verkleidet. Dieser Pflug war leichter als der traditionelle Pflug und konnte leicht von zwei Pferden gezogen werden.;;;;;;;;;;x,,,,,,,;;
telephone_switchboard;Telephone Switchboard;;Telefon-Zentrale;;;;;;;;;;x,,,;;
telephone_switchboard_desc;The telephone switchboard is a system of electrical components used to connect telephone calls. The first telephone switchboard was invented by Hungarian Tivadar Puskás in 1877 while working for Thomas Edison. Primitive Telephone exchanges were in place for commercial applications by 1881 in the eastern US and western Europe. Telephone exchanges consisted of hundreds of 'plug boards' where a staff of operators manually 'plugged in' calls to route them. Almon Brown Strowger patented the first stepping switch in 1891, which led to automated telephone switching.;;Eine Telefon-Zentrale ist ein System aus elektronischen Komponenten und wird dazu verwendet, Anrufe zu verbinden. Die erste Telefon-Zentrale wurde 1877 von dem Ungarn Tivadar Puskás erfunden, während er für Thomas Edison arbeitete. Erste primitive Fernsprechämter für kommerzielle Einrichtungen bestanden 1881 im Osten der US und im westlichen Europa. Fernsprechämter bestanden aus hunderten von Schalttafeln, an denen Telefonisten manuell Anrufe weiterleiteten und verbanden, indem sie Kabel umstöpselten. Almon Brown Strowger patentierte 1891 den ersten Kippschalter, der zur automatischen Anrufweiterleitung führte.;;;;;;;;;;x,,,;;
BRZ_2446;Minas Gerais;Minas Gerais;Minas Gerais;;Minas Gerais;;;;;;;;;x;
CLM_2259;Cauca;Cauca;Cauca;;Cauca;;;;;;;;;x;
ANN_1371;Tonkin;Tonkin;Tonkin;;Tonkin;;;;;;;;;x;
ANN_1374;Annam;Annam;Annam;;Annam;;;;;;;;;x;
ANN_1383;Cochin China;Cochin China;Cochinchina;;Cochin China;;;;;;;;;x;
LUA_1356;Laos;Laos;Laos;;Laos;;;;;;;;;x;
SIA_1392;Bangkok;Bangkok;Bangkok;;Bangkok;;;;;;;;;x;
SIA_1355;Chiang Mai;Chiang Mai;Chiang Mai;;Chiang Mai;;;;;;;;;x;
SIA_1358;Nakhon Ratchasima;Nakhon Ratchasima;Nakhon Ratchasima;;Nakhon Ratchasima;;;;;;;;;x;
ENG_1384;Malaya;Malaya;Malaya;;Malaya;;;;;;;;;x;
ENG_1343;Tenasserim;Tenasserim;Tenasserim;;Tenasserim;;;;;;;;;x;
BUR_1339;Kachin;Kachin;Kachin;;Kachin;;;;;;;;;x;
BUR_1334;Shan States;Shan States;Shan-Staaten;;Shan States;;;;;;;;;x;
BUR_1330;Pegu;Pegu;Pegu;;Pegu;;;;;;;;;x;
NEP_1327;Himalayas;Himalayas;Himalaya;;Himalayas;;;;;;;;;x;
TIB_1591;Tibet;Tibet;Tibet;;Tibet;;;;;;;;;x;
ENG_1247;Bihar;Bihar;Bihar;;Bihar;;;;;;;;;x;
ENG_1261;Orissa;Orissa;Orissa;;Orissa;;;;;;;;;x;
ENG_1236;United Provinces;United Provinces;Vereinte Provinzen;;United Provinces;;;;;;;;;x;
PAN_1227;Punjab;Punjab;Punjab;;Punjab;;;;;;;;;x;
